"Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c","c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","c2g__Transaction__r.c2g__SalesInvoice__c"
"a3h24000000EUPiAAO","0.0","81.82","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPjAAO","0.0","0.0","a2l24000000U9wPAAS","2017-11-29T19:07:45.000Z","","2432123","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPkAAO","0.0","0.0","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPlAAO","824.21","0.0","a2l24000000U9wkAAC","2017-11-29T19:07:45.000Z","","2433333","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPmAAO","0.0","824.21","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPnAAO","0.0","3313.06","a2l24000000U9wQAAS","2017-11-29T19:07:45.000Z","","2432133","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPoAAO","3313.06","0.0","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPpAAO","0.0","0.0","a2l24000000U9wYAAS","2017-11-29T19:07:45.000Z","","243233","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPqAAO","0.0","0.0","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPrAAO","0.0","85347.84","a2l24000000U9x8AAC","2017-11-29T19:07:45.000Z","","2437","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPsAAO","85347.84","0.0","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPtAAO","0.0","197133.32","a2l24000000U9x6AAC","2017-11-29T19:07:45.000Z","","2435","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPuAAO","197133.32","0.0","a2l24000000U9x8AAC","2017-11-29T19:07:45.000Z","","2437","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPvAAO","0.0","0.0","a2l24000000U9x8AAC","2017-11-29T19:07:45.000Z","","2437","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPwAAO","0.0","0.0","a2l24000000U9x9AAC","2017-11-29T19:07:45.000Z","","2438","a3i24000000MLN3AAO","2017-08-31","Célia Pedro","Apuramento de IVA 2017/008","JNL094131","","","008",""
"a3h24000000EUPxAAO","90009.56","0.0","a2l24000000U9wiAAC","2017-11-29T19:16:38.000Z","","2433313","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUPyAAO","0.0","90009.56","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUPzAAO","138.47","0.0","a2l24000000U9wlAAC","2017-11-29T19:16:38.000Z","","243334","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ0AAO","0.0","138.47","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ1AAO","0.0","686.94","a2l24000000U9wSAAS","2017-11-29T19:16:38.000Z","","2432211","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ2AAO","686.94","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ3AAO","0.0","134482.51","a2l24000000U9wOAAS","2017-11-29T19:16:38.000Z","","2432113","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ4AAO","134482.51","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ5AAO","0.0","908.5","a2l24000000U9wZAAS","2017-11-29T19:16:38.000Z","","243234","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ6AAO","908.5","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ7AAO","0.0","5025.92","a2l24000000U9wWAAS","2017-11-29T19:16:38.000Z","","243231","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ8AAO","5025.92","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQ9AAO","2077.88","0.0","a2l24000000U9wxAAC","2017-11-29T19:16:38.000Z","","24342111","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQAAA4","0.0","2077.88","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQBAA4","335.62","0.0","a2l24000000U9wjAAC","2017-11-29T19:16:38.000Z","","2433323","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQCAA4","0.0","335.62","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQDAA4","0.0","0.0","a2l24000000U9wPAAS","2017-11-29T19:16:38.000Z","","2432123","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQEAA4","0.0","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQFAA4","1646.62","0.0","a2l24000000U9wkAAC","2017-11-29T19:16:38.000Z","","2433333","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQGAA4","0.0","1646.62","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQHAA4","0.0","332.53","a2l24000000U9wQAAS","2017-11-29T19:16:38.000Z","","2432133","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQIAA4","332.53","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQJAA4","0.0","0.0","a2l24000000U9wYAAS","2017-11-29T19:16:38.000Z","","243233","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQKAA4","0.0","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQLAA4","0.0","197133.32","a2l24000000U9x8AAC","2017-11-29T19:16:38.000Z","","2437","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQMAA4","197133.32","0.0","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQNAA4","0.0","244361.57","a2l24000000U9x6AAC","2017-11-29T19:16:38.000Z","","2435","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQOAA4","244361.57","0.0","a2l24000000U9x8AAC","2017-11-29T19:16:38.000Z","","2437","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQPAA4","0.0","244361.57","a2l24000000U9x8AAC","2017-11-29T19:16:38.000Z","","2437","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000EUQQAA4","244361.57","0.0","a2l24000000U9x9AAC","2017-11-29T19:16:38.000Z","","2438","a3i24000000MLN8AAO","2017-09-30","Célia Pedro","Apuramento de IVA 2017/009","JNL094132","","","009",""
"a3h24000000DxPIAA0","23570.53","0.0","a2l24000000U9wiAAC","2017-09-29T15:02:20.000Z","","2433313","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPJAA0","0.0","23570.53","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPKAA0","58.65","0.0","a2l24000000U9wlAAC","2017-09-29T15:02:20.000Z","","243334","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPLAA0","0.0","58.65","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPMAA0","0.0","2483.31","a2l24000000U9wSAAS","2017-09-29T15:02:20.000Z","","2432211","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPNAA0","2483.31","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPOAA0","0.0","111747.01","a2l24000000U9wOAAS","2017-09-29T15:02:20.000Z","","2432113","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPPAA0","111747.01","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPQAA0","0.0","58.65","a2l24000000U9wZAAS","2017-09-29T15:02:20.000Z","","243234","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPRAA0","58.65","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPSAA0","0.0","2930.52","a2l24000000U9wWAAS","2017-09-29T15:02:20.000Z","","243231","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPTAA0","2930.52","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPUAA0","1565.18","0.0","a2l24000000U9wxAAC","2017-09-29T15:02:20.000Z","","24342111","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPVAA0","0.0","1565.18","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPWAA0","98.74","0.0","a2l24000000U9wjAAC","2017-09-29T15:02:20.000Z","","2433323","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPXAA0","0.0","98.74","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPYAA0","486.49","0.0","a2l24000000U9wkAAC","2017-09-29T15:02:20.000Z","","2433333","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPZAA0","0.0","486.49","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPaAAK","0.0","2730.31","a2l24000000U9wQAAS","2017-09-29T15:02:20.000Z","","2432133","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPbAAK","2730.31","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPcAAK","0.0","393009.11","a2l24000000U9x8AAC","2017-09-29T15:02:20.000Z","","2437","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPdAAK","393009.11","0.0","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPeAAK","0.0","487179.32","a2l24000000U9x6AAC","2017-09-29T15:02:20.000Z","","2435","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxPfAAK","487179.32","0.0","a2l24000000U9x8AAC","2017-09-29T15:02:20.000Z","","2437","a3i24000000M57lAAC","2017-02-28","Célia Pedro","Apuramento de IVA 2017/002","JNL067935","","","002",""
"a3h24000000DxOuAAK","20328.1","0.0","a2l24000000U9wiAAC","2017-09-29T15:01:51.000Z","","2433313","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxOvAAK","0.0","20328.1","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxOwAAK","536.89","0.0","a2l24000000U9wlAAC","2017-09-29T15:01:51.000Z","","243334","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxOxAAK","0.0","536.89","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxOyAAK","0.0","2331.91","a2l24000000U9wSAAS","2017-09-29T15:01:51.000Z","","2432211","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxOzAAK","2331.91","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP0AAK","0.0","134861.16","a2l24000000U9wOAAS","2017-09-29T15:01:51.000Z","","2432113","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP1AAK","134861.16","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP2AAK","0.0","536.89","a2l24000000U9wZAAS","2017-09-29T15:01:51.000Z","","243234","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP3AAK","536.89","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP4AAK","0.0","2710.42","a2l24000000U9wWAAS","2017-09-29T15:01:51.000Z","","243231","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP5AAK","2710.42","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP6AAK","1061.62","0.0","a2l24000000U9wxAAC","2017-09-29T15:01:51.000Z","","24342111","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP7AAK","0.0","1061.62","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP8AAK","49.69","0.0","a2l24000000U9wjAAC","2017-09-29T15:01:51.000Z","","2433323","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxP9AAK","0.0","49.69","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPAAA0","487.81","0.0","a2l24000000U9wkAAC","2017-09-29T15:01:51.000Z","","2433333","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPBAA0","0.0","487.81","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPCAA0","0.0","2749.67","a2l24000000U9wQAAS","2017-09-29T15:01:51.000Z","","2432133","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPDAA0","2749.67","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPEAA0","0.0","272283.17","a2l24000000U9x8AAC","2017-09-29T15:01:51.000Z","","2437","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPFAA0","272283.17","0.0","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPGAA0","0.0","393009.11","a2l24000000U9x6AAC","2017-09-29T15:01:51.000Z","","2435","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxPHAA0","393009.11","0.0","a2l24000000U9x8AAC","2017-09-29T15:01:51.000Z","","2437","a3i24000000M57gAAC","2017-01-31","Célia Pedro","Apuramento de IVA 2017/001","JNL067934","","","001",""
"a3h24000000DxRcAAK","55282.32","0.0","a2l24000000U9wiAAC","2017-09-29T15:55:13.000Z","","2433313","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRdAAK","0.0","55282.32","a2l24000000U9x6AAC","2017-09-29T15:55:13.000Z","","2435","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxReAAK","18.4","0.0","a2l24000000U9wlAAC","2017-09-29T15:55:13.000Z","","243334","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRfAAK","0.0","18.4","a2l24000000U9x6AAC","2017-09-29T15:55:13.000Z","","2435","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRgAAK","0.0","362.48","a2l24000000U9wSAAS","2017-09-29T15:55:13.000Z","","2432211","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRhAAK","362.48","0.0","a2l24000000U9x6AAC","2017-09-29T15:55:13.000Z","","2435","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRiAAK","0.0","160507.34","a2l24000000U9wOAAS","2017-09-29T15:55:13.000Z","","2432113","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRjAAK","160507.34","0.0","a2l24000000U9x6AAC","2017-09-29T15:55:13.000Z","","2435","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
"a3h24000000DxRkAAK","0.0","18.4","a2l24000000U9wZAAS","2017-09-29T15:55:13.000Z","","243234","a3i24000000M59hAAC","2017-03-31","Célia Pedro","Apuramento de IVA 2017/003","JNL067947","","","003",""
