"Id","TLDebit__c","TLCredit__c","c2g__GeneralLedgerAccount__c","CreatedDate","c2g__LineDescription__c","c2g__GeneralLedgerAccount__r.c2g__ReportingCode__c","c2g__Transaction__r.Id","c2g__Transaction__r.c2g__TransactionDate__c","c2g__Transaction__r.CreatedBy.Name","c2g__Transaction__r.c2g__DocumentDescription__c","c2g__Transaction__r.c2g__DocumentNumber__c","c2g__Transaction__r.c2g__Account__c","c2g__Transaction__r.c2g__Account__r.Type","c2g__Transaction__r.c2g__Period__r.c2g__PeriodNumber__c","c2g__Transaction__r.c2g__SalesInvoice__c"
"a3h1o000000cd3kAAA","291.0","0.0","a2l24000000UA1fAAG","2018-01-25T18:38:25.000Z","ACRESC. VENC AGO","63512","a3i1o000000c2UCAAY","2017-08-31","Célia Pedro","ACRESC. VENC AGO","JNL121169","","","008",""
"a3h1o000000cd3lAAA","0.0","291.0","a2l24000000U9xZAAS","2018-01-25T18:38:25.000Z","ACRESC. VENC AGO","2722202","a3i1o000000c2UCAAY","2017-08-31","Célia Pedro","ACRESC. VENC AGO","JNL121169","","","008",""
"a3h1o000000ccuFAAQ","1236.63","0.0","a2l24000000UA1SAAW","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63202","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuGAAQ","0.0","1236.63","a2l24000000U9xcAAC","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722205","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuHAAQ","293.7","0.0","a2l24000000UA1fAAG","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63512","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuIAAQ","0.0","293.7","a2l24000000U9xdAAC","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722206","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuJAAQ","697.25","0.0","a2l24000000UA1RAAW","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63201","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuKAAQ","0.0","697.25","a2l24000000U9xcAAC","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722205","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuLAAQ","165.6","0.0","a2l24000000UA1fAAG","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63512","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuMAAQ","0.0","165.6","a2l24000000U9xdAAC","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722206","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuNAAQ","904.61","0.0","a2l24000000UA1TAAW","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63203","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuOAAQ","0.0","904.61","a2l24000000U9xYAAS","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722201","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuPAAQ","214.84","0.0","a2l24000000UA1fAAG","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","63512","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000ccuQAAQ","0.0","214.84","a2l24000000U9xZAAS","2018-01-25T17:37:52.000Z","ACRESC. VENC FEV","2722202","a3i1o000000c2R3AAI","2017-02-28","Célia Pedro","ACRESC. VENC FEV","JNL121161","","","002",""
"a3h1o000000cd5lAAA","4683.94","0.0","a2l24000000UA1SAAW","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63202","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5mAAA","0.0","4683.94","a2l24000000U9xcAAC","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722205","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5nAAA","1112.44","0.0","a2l24000000UA1fAAG","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63512","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5oAAA","0.0","1112.44","a2l24000000U9xdAAC","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722206","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5pAAA","4333.94","0.0","a2l24000000UA1RAAW","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63201","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5qAAA","0.0","4333.94","a2l24000000U9xcAAC","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722205","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5rAAA","1029.31","0.0","a2l24000000UA1fAAG","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63512","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5sAAA","0.0","1029.31","a2l24000000U9xdAAC","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722206","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5tAAA","1694.07","0.0","a2l24000000UA1TAAW","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63203","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5uAAA","0.0","1694.07","a2l24000000U9xYAAS","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722201","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5vAAA","402.34","0.0","a2l24000000UA1fAAG","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","63512","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000cd5wAAA","0.0","402.34","a2l24000000U9xZAAS","2018-01-25T18:47:35.000Z","ACRESC. VENC NOV","2722202","a3i1o000000c2V5AAI","2017-11-30","Célia Pedro","ACRESC. VENC NOV","JNL121172","","","011",""
"a3h1o000000ccvFAAQ","1236.63","0.0","a2l24000000UA1SAAW","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63202","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvGAAQ","0.0","1236.63","a2l24000000U9xcAAC","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722205","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvHAAQ","293.7","0.0","a2l24000000UA1fAAG","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63512","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvIAAQ","0.0","293.7","a2l24000000U9xdAAC","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722206","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvJAAQ","697.25","0.0","a2l24000000UA1RAAW","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63201","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvKAAQ","0.0","697.25","a2l24000000U9xcAAC","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722205","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvLAAQ","165.6","0.0","a2l24000000UA1fAAG","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63512","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvMAAQ","0.0","165.6","a2l24000000U9xdAAC","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722206","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvNAAQ","904.61","0.0","a2l24000000UA1TAAW","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63203","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvOAAQ","0.0","904.61","a2l24000000U9xYAAS","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722201","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvPAAQ","214.84","0.0","a2l24000000UA1fAAG","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","63512","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccvQAAQ","0.0","214.84","a2l24000000U9xZAAS","2018-01-25T17:57:01.000Z","ACRESC. VENC MAR","2722202","a3i1o000000c2RSAAY","2017-03-31","Célia Pedro","ACRESC. VENC MAR","JNL121162","","","003",""
"a3h1o000000ccxOAAQ","1692.32","0.0","a2l24000000UA1SAAW","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63202","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxPAAQ","0.0","1692.32","a2l24000000U9xcAAC","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722205","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxQAAQ","401.93","0.0","a2l24000000UA1fAAG","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63512","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxRAAQ","0.0","401.93","a2l24000000U9xdAAC","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722206","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxSAAQ","1367.32","0.0","a2l24000000UA1RAAW","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63201","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxTAAQ","0.0","1367.32","a2l24000000U9xcAAC","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722205","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxUAAQ","324.74","0.0","a2l24000000UA1fAAG","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63512","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxVAAQ","0.0","324.74","a2l24000000U9xdAAC","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722206","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxWAAQ","966.63","0.0","a2l24000000UA1TAAW","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63203","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxXAAQ","0.0","966.63","a2l24000000U9xYAAS","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722201","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxYAAQ","229.57","0.0","a2l24000000UA1fAAG","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","63512","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccxZAAQ","0.0","229.57","a2l24000000U9xZAAS","2018-01-25T18:15:45.000Z","ACRESC. VENC MAI","2722202","a3i1o000000c2SBAAY","2017-05-31","Célia Pedro","ACRESC. VENC MAI","JNL121164","","","005",""
"a3h1o000000ccwYAAQ","1692.32","0.0","a2l24000000UA1SAAW","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63202","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwZAAQ","0.0","1692.32","a2l24000000U9xcAAC","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722205","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwaAAA","401.93","0.0","a2l24000000UA1fAAG","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63512","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwbAAA","0.0","401.93","a2l24000000U9xdAAC","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722206","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwcAAA","1367.32","0.0","a2l24000000UA1RAAW","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63201","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwdAAA","0.0","1367.32","a2l24000000U9xcAAC","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722205","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccweAAA","324.74","0.0","a2l24000000UA1fAAG","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63512","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwfAAA","0.0","324.74","a2l24000000U9xdAAC","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722206","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwgAAA","966.63","0.0","a2l24000000UA1TAAW","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63203","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwhAAA","0.0","966.63","a2l24000000U9xYAAS","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722201","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwiAAA","229.57","0.0","a2l24000000UA1fAAG","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","63512","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000ccwjAAA","0.0","229.57","a2l24000000U9xZAAS","2018-01-25T18:07:10.000Z","ACRESC. VENC ABR","2722202","a3i1o000000c2RrAAI","2017-04-30","Célia Pedro","ACRESC. VENC ABR","JNL121163","","","004",""
"a3h1o000000cd50AAA","4683.94","0.0","a2l24000000UA1SAAW","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63202","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd51AAA","0.0","4683.94","a2l24000000U9xcAAC","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722205","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd52AAA","1112.44","0.0","a2l24000000UA1fAAG","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63512","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd53AAA","0.0","1112.44","a2l24000000U9xdAAC","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722206","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd54AAA","4333.94","0.0","a2l24000000UA1RAAW","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63201","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd55AAA","0.0","4333.94","a2l24000000U9xcAAC","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722205","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd56AAA","1029.31","0.0","a2l24000000UA1fAAG","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63512","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd57AAA","0.0","1029.31","a2l24000000U9xdAAC","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722206","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd58AAA","1694.07","0.0","a2l24000000UA1TAAW","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63203","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd59AAA","0.0","1694.07","a2l24000000U9xYAAS","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722201","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd5AAAQ","402.34","0.0","a2l24000000UA1fAAG","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","63512","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd5BAAQ","0.0","402.34","a2l24000000U9xZAAS","2018-01-25T18:44:19.000Z","ACRESC. VENC OUT","2722202","a3i1o000000c2UlAAI","2017-10-31","Célia Pedro","ACRESC. VENC OUT","JNL121171","","","010",""
"a3h1o000000cd1xAAA","1949.46","0.0","a2l24000000UA1SAAW","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63202","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd1yAAA","0.0","1949.46","a2l24000000U9xcAAC","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722205","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd1zAAA","463.0","0.0","a2l24000000UA1fAAG","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63512","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd20AAA","0.0","463.0","a2l24000000U9xdAAC","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722206","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd21AAA","1624.46","0.0","a2l24000000UA1RAAW","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63201","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd22AAA","0.0","1624.46","a2l24000000U9xcAAC","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722205","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd23AAA","385.81","0.0","a2l24000000UA1fAAG","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63512","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd24AAA","0.0","385.81","a2l24000000U9xdAAC","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722206","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd25AAA","1058.3","0.0","a2l24000000UA1TAAW","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63203","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd26AAA","0.0","1058.3","a2l24000000U9xYAAS","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722201","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd27AAA","251.35","0.0","a2l24000000UA1fAAG","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","63512","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd28AAA","0.0","251.35","a2l24000000U9xZAAS","2018-01-25T18:24:03.000Z","ACRESC. VENC JUL","2722202","a3i1o000000c2TTAAY","2017-07-31","Célia Pedro","ACRESC. VENC JUL","JNL121166","","","007",""
"a3h1o000000cd1lAAA","1949.46","0.0","a2l24000000UA1SAAW","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63202","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1mAAA","0.0","1949.46","a2l24000000U9xcAAC","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722205","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1nAAA","463.0","0.0","a2l24000000UA1fAAG","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63512","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1oAAA","0.0","463.0","a2l24000000U9xdAAC","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722206","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1pAAA","1624.46","0.0","a2l24000000UA1RAAW","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63201","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1qAAA","0.0","1624.46","a2l24000000U9xcAAC","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722205","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1rAAA","385.81","0.0","a2l24000000UA1fAAG","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63512","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1sAAA","0.0","385.81","a2l24000000U9xdAAC","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","2722206","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
"a3h1o000000cd1tAAA","1058.3","0.0","a2l24000000UA1TAAW","2018-01-25T18:20:26.000Z","ACRESC. VENC JUN","63203","a3i1o000000c2TOAAY","2017-06-30","Célia Pedro","ACRESC. VENC JUN","JNL121165","","","006",""
